[SUBJECTNAME]=sn003
[AGE]=
[FIELD1]=eye-gaze
[FIELD2]=
[FIELD3]=
[FIELD4]=
[FIELD5]=
[FIELD6]=
[CODER]=
[VIDEOFILE]=G:\Backup experiment\SN003_Ian\SN003_02_03_N.avi
[RESOLUTION]=30.0000
[STARTCODES]


44636	1487.8333	1
44637	1487.8667	1
44638	1487.9000	1
44639	1487.9333	1
44640	1487.9667	1
44641	1488.0000	1
44642	1488.0333	1
44643	1488.0667	1
44644	1488.1000	1
44645	1488.1333	1
44646	1488.1667	1
44647	1488.2000	1
44648	1488.2333	1
44649	1488.2667	1
44650	1488.3000	1
44651	1488.3333	1
44652	1488.3667	1
44653	1488.4000	1
44654	1488.4333	1
44655	1488.4667	1
44656	1488.5000	1
44657	1488.5333	1
44658	1488.5667	1
44659	1488.6000	1
44660	1488.6333	1
44661	1488.6667	1
44662	1488.7000	1
44663	1488.7333	1
44664	1488.7667	1
44665	1488.8000	1
44666	1488.8333	1
44667	1488.8667	1
44668	1488.9000	1
44669	1488.9333	1
44670	1488.9667	1
44671	1489.0000	1
44672	1489.0333	1
44673	1489.0667	1
44674	1489.1000	1
44675	1489.1333	1
44676	1489.1667	1
44677	1489.2000	1
44678	1489.2333	1
44679	1489.2667	1
44680	1489.3000	1
44681	1489.3333	1
44682	1489.3667	1
44683	1489.4000	1
44684	1489.4333	1
44685	1489.4667	1
44686	1489.5000	1
44687	1489.5333	1
44688	1489.5667	1
44689	1489.6000	1
44690	1489.6333	1
44691	1489.6667	1
44692	1489.7000	1
44693	1489.7333	1
44694	1489.7667	1
44695	1489.8000	1
44696	1489.8333	1
44697	1489.8667	1
44698	1489.9000	1
44699	1489.9333	1
44700	1489.9667	1
44701	1490.0000	1
44702	1490.0333	1
44703	1490.0667	1
44704	1490.1000	1
44705	1490.1333	1
44706	1490.1667	1
44707	1490.2000	1
44708	1490.2333	1
44709	1490.2667	1
44710	1490.3000	1
44711	1490.3333	1
44712	1490.3667	1
44713	1490.4000	1
44714	1490.4333	1
44715	1490.4667	1
44716	1490.5000	1
44717	1490.5333	1
44718	1490.5667	1
44719	1490.6000	1
44720	1490.6333	1
44721	1490.6667	1
44722	1490.7000	1
44723	1490.7333	1
44724	1490.7667	1
44725	1490.8000	1
44726	1490.8333	1
44727	1490.8667	1
44728	1490.9000	1
44729	1490.9333	1
44730	1490.9667	1
44731	1491.0000	1
