[SUBJECTNAME]=sn002
[AGE]=
[FIELD1]=eye-gaze
[FIELD2]=
[FIELD3]=
[FIELD4]=
[FIELD5]=
[FIELD6]=
[CODER]=
[VIDEOFILE]=G:\Backup experiment\SN006_Frank\SN006_02_03_F.avi
[RESOLUTION]=29.9998
[STARTCODES]

16350	544.9707	1
16351	545.0040	1
16352	545.0374	1
16353	545.0707	1
16354	545.1040	1
16355	545.1374	1
16356	545.1707	1
16357	545.2040	1
16358	545.2374	1
16359	545.2707	1
16360	545.3040	1
16361	545.3374	1
16362	545.3707	1
16363	545.4040	1
16364	545.4374	1
16365	545.4707	1
16366	545.5040	1
16367	545.5374	1
16368	545.5707	1
16369	545.6040	1
16370	545.6374	1
16371	545.6707	1
16372	545.7040	1
16373	545.7374	1
16374	545.7707	1
16375	545.8040	1
16376	545.8374	1
16377	545.8707	1
16378	545.9040	1
16379	545.9374	1
16380	545.9707	1
16381	546.0040	1
16382	546.0374	1
16383	546.0707	1
16384	546.1040	1
16385	546.1374	1
16386	546.1707	1
16387	546.2040	1
16388	546.2374	1
16389	546.2707	1
16390	546.3040	1
16391	546.3374	1
16392	546.3707	1
16393	546.4040	1
16394	546.4374	1
16395	546.4707	1
16396	546.5040	1
16397	546.5374	1
16398	546.5707	1
16399	546.6040	1
16400	546.6374	1
16401	546.6707	1
16402	546.7040	1
16403	546.7374	1
16404	546.7707	1
16405	546.8040	1
16406	546.8374	1
16407	546.8707	1
16408	546.9040	1
16409	546.9374	1
16410	546.9707	1
16411	547.0040	1
16412	547.0374	1
16413	547.0707	1
16414	547.1040	1
16415	547.1374	1
16416	547.1707	1
16417	547.2040	1
16418	547.2374	1
16419	547.2707	1
16420	547.3040	1
16421	547.3374	1
16422	547.3707	1
16423	547.4040	1
16424	547.4374	1
16425	547.4707	1
16426	547.5040	1
16427	547.5374	1
16428	547.5707	1
16429	547.6040	1
16430	547.6374	1
16431	547.6707	1
16432	547.7040	1
16433	547.7374	1
16434	547.7707	1
16435	547.8040	1
16436	547.8374	1
16437	547.8707	1
16438	547.9040	1
16439	547.9374	1
16440	547.9707	1
16441	548.0040	1
16442	548.0374	1
16443	548.0707	1
16444	548.1040	1
16445	548.1374	1
16446	548.1707	1
16447	548.2040	1
16448	548.2374	1
16449	548.2707	1
16450	548.3040	1
16451	548.3374	1
16452	548.3707	1
16453	548.4040	1
16454	548.4374	1
16455	548.4707	1
16456	548.5040	1
16457	548.5374	1
16458	548.5707	1
16459	548.6040	1
16460	548.6374	1
16461	548.6707	1
16462	548.7040	1
16463	548.7374	1
16464	548.7707	1
16465	548.8040	1
16466	548.8374	1
16467	548.8707	1
16468	548.9040	1
16469	548.9374	1
16470	548.9707	1
16471	549.0040	1
16472	549.0374	1
16473	549.0707	1
16474	549.1040	1
16475	549.1374	1
16476	549.1707	1
16477	549.2040	1
16478	549.2374	1
16479	549.2707	1
16480	549.3040	1
16481	549.3374	1
16482	549.3707	1
16483	549.4040	1
16484	549.4374	1
16485	549.4707	0
16486	549.5041	0
16487	549.5374	0
16488	549.5707	0
16489	549.6041	0
16490	549.6374	0
16491	549.6707	0
16492	549.7041	0
16493	549.7374	0
16494	549.7707	0
16495	549.8041	0
16496	549.8374	0
16497	549.8707	0
16498	549.9041	0
16499	549.9374	0
16500	549.9707	0
16501	550.0041	0
16502	550.0374	0
16503	550.0707	0
16504	550.1041	0
16505	550.1374	0
16506	550.1707	0
16507	550.2041	0
16508	550.2374	0
16509	550.2707	0
16510	550.3041	0
16511	550.3374	0
16512	550.3707	0
16513	550.4041	0
16514	550.4374	0
16515	550.4707	0
16516	550.5041	0
16517	550.5374	0
16518	550.5707	0
16519	550.6041	0
16520	550.6374	0
16521	550.6707	0
16522	550.7041	0
16523	550.7374	0
16524	550.7707	0
16525	550.8041	0
16526	550.8374	0
16527	550.8707	0
16528	550.9041	0
16529	550.9374	0
16530	550.9707	0
16531	551.0041	0
16532	551.0374	0
16533	551.0707	0
16534	551.1041	0
16535	551.1374	0
16536	551.1707	0
16537	551.2041	0
16538	551.2374	0
16539	551.2707	0
16540	551.3041	0
16541	551.3374	0
16542	551.3707	0
16543	551.4041	0
16544	551.4374	0
16545	551.4707	0
16546	551.5041	0
16547	551.5374	0
16548	551.5707	0
16549	551.6041	0
16550	551.6374	0
16551	551.6707	0
16552	551.7041	0
16553	551.7374	0
16554	551.7707	0
16555	551.8041	0
16556	551.8374	0
16557	551.8707	0
16558	551.9041	0
16559	551.9374	0
16560	551.9707	0
16561	552.0041	0
16562	552.0374	0
16563	552.0707	0
16564	552.1041	0
16565	552.1374	0
16566	552.1707	0
16567	552.2041	0
16568	552.2374	0
16569	552.2707	0
16570	552.3041	0
16571	552.3374	0
16572	552.3707	0
16573	552.4041	0
16574	552.4374	0
16575	552.4707	0
16576	552.5041	0
16577	552.5374	0
16578	552.5707	1
16579	552.6041	1
16580	552.6374	1
16581	552.6707	1
16582	552.7041	1
16583	552.7374	1
16584	552.7707	1
16585	552.8041	1
16586	552.8374	1
16587	552.8707	1
16588	552.9041	1
16589	552.9374	1
16590	552.9707	1
16591	553.0041	1
16592	553.0374	1
16593	553.0707	1
16594	553.1041	1
16595	553.1374	1
16596	553.1707	1
16597	553.2041	1
16598	553.2374	1
16599	553.2707	1
16600	553.3041	1
16601	553.3374	1
16602	553.3707	1
16603	553.4041	1
16604	553.4374	1
16605	553.4707	1
16606	553.5041	1
16607	553.5374	1
16608	553.5707	1
16609	553.6041	1
16610	553.6374	1
16611	553.6707	1
16612	553.7041	1
16613	553.7374	1
16614	553.7707	1
16615	553.8041	1
16616	553.8374	1
16617	553.8707	1
16618	553.9041	1
16619	553.9374	1
16620	553.9707	1
16621	554.0041	1
16622	554.0374	1
16623	554.0708	1
16624	554.1041	1
16625	554.1374	1
16626	554.1708	1
16627	554.2041	1
16628	554.2374	1
16629	554.2708	1
16630	554.3041	1
16631	554.3374	1
16632	554.3708	1
16633	554.4041	1
16634	554.4374	1
16635	554.4708	1
16636	554.5041	1
16637	554.5374	1
16638	554.5708	0
16639	554.6041	0
16640	554.6374	0
16641	554.6708	0
16642	554.7041	0
16643	554.7374	0
16644	554.7708	0
16645	554.8041	0
16646	554.8374	0
16647	554.8708	0
16648	554.9041	0
16649	554.9374	0
16650	554.9708	0
16651	555.0041	0
16652	555.0374	0
16653	555.0708	0
16654	555.1041	0
16655	555.1374	0
16656	555.1708	0
16657	555.2041	0
16658	555.2374	0
16659	555.2708	0
16660	555.3041	0
16661	555.3374	0
16662	555.3708	0
16663	555.4041	0
16664	555.4374	0
16665	555.4708	0
16666	555.5041	0
16667	555.5374	0
16668	555.5708	0
16669	555.6041	0
16670	555.6374	0
16671	555.6708	0
16672	555.7041	0
16673	555.7374	0
16674	555.7708	0
16675	555.8041	0
16676	555.8374	0
16677	555.8708	0
16678	555.9041	0
16679	555.9374	0
16680	555.9708	0
16681	556.0041	0
16682	556.0374	0
16683	556.0708	0
16684	556.1041	0
16685	556.1374	0
16686	556.1708	0
16687	556.2041	0
16688	556.2374	0
16689	556.2708	1
